iso2,iso3,title,date,type,phase,population,year
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-06-16,C,2,1938532,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-06-16,C,3,1566192,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-06-16,C,4,568787,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-06-16,C,5,0,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-09-16,P,1,1265042,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-09-16,P,2,2367731,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-09-16,P,3,1270043,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-09-16,P,4,352740,2019
CF,CAF,Acute Food Insecurity May 2019 (15ème cycle),2019-09-16,P,5,0,2019
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2019-12-16,C,1,1251047,2019
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2019-12-16,C,2,1729619,2019
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2019-12-16,C,3,1241912,2019
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2019-12-16,C,4,373437,2019
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2019-12-16,C,5,0,2019
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2020-06-16,P,1,879690,2020
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2020-06-16,P,2,1593012,2020
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2020-06-16,P,3,1450076,2020
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2020-06-16,P,4,673244,2020
CF,CAF,Acute Food Insecurity September 2019 (16ème cycle),2020-06-16,P,5,0,2020
CF,CAF,Acute Food Insecurity Apr 2020 (Projection update),2020-06-16,P,1,605235,2020
CF,CAF,Acute Food Insecurity Apr 2020 (Projection update),2020-06-16,P,2,1619211,2020
CF,CAF,Acute Food Insecurity Apr 2020 (Projection update),2020-06-16,P,3,1608758,2020
CF,CAF,Acute Food Insecurity Apr 2020 (Projection update),2020-06-16,P,4,753978,2020
CF,CAF,Acute Food Insecurity Apr 2020 (Projection update),2020-06-16,P,5,0,2020
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2020-12-16,C,1,1058615,2020
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2020-12-16,C,2,1756785,2020
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2020-12-16,C,3,1520735,2020
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2020-12-16,C,4,407877,2020
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2020-12-16,C,5,0,2020
CF,CAF,Acute Food Insecurity March 2021 (Proj. Update),2021-06-01,P,1,998449,2021
CF,CAF,Acute Food Insecurity March 2021 (Proj. Update),2021-06-01,P,2,1591206,2021
CF,CAF,Acute Food Insecurity March 2021 (Proj. Update),2021-06-01,P,3,1657216,2021
CF,CAF,Acute Food Insecurity March 2021 (Proj. Update),2021-06-01,P,4,632524,2021
CF,CAF,Acute Food Insecurity March 2021 (Proj. Update),2021-06-01,P,5,0,2021
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2021-06-16,P,1,899335,2021
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2021-06-16,P,2,1628184,2021
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2021-06-16,P,3,1789991,2021
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2021-06-16,P,4,524686,2021
CF,CAF,Acute Food Insecurity September 2020(17ème cycle),2021-06-16,P,5,0,2021
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2021-11-30,C,1,1194786,2021
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2021-11-30,C,2,1652614,2021
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2021-11-30,C,3,1475691,2021
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2021-11-30,C,4,619545,2021
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2021-11-30,C,5,0,2021
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2022-06-01,P,1,1054489,2022
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2022-06-01,P,2,1528258,2022
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2022-06-01,P,3,1671026,2022
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2022-06-01,P,4,688858,2022
CF,CAF,Acute Food Insecurity September 2021 (18ème cycle),2022-06-01,P,5,0,2022
CF,CAF,Acute Food Insecurity March 2022 (Proj Update),2022-06-01,P,1,1226057,2022
CF,CAF,Acute Food Insecurity March 2022 (Proj Update),2022-06-01,P,2,1511660,2022
CF,CAF,Acute Food Insecurity March 2022 (Proj Update),2022-06-01,P,3,1570850,2022
CF,CAF,Acute Food Insecurity March 2022 (Proj Update),2022-06-01,P,4,637995,2022
CF,CAF,Acute Food Insecurity March 2022 (Proj Update),2022-06-01,P,5,0,2022
CI,CIV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,1,12294031,2022
CI,CIV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,2,3103718,2022
CI,CIV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,3,662002,2022
CI,CIV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,4,0,2022
CI,CIV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,5,0,2022
CI,CIV,Cadre Harmonisé Analysis November 2021,2022-07-01,P,1,12103666,2022
CI,CIV,Cadre Harmonisé Analysis November 2021,2022-07-01,P,2,3089274,2022
CI,CIV,Cadre Harmonisé Analysis November 2021,2022-07-01,P,3,866812,2022
CI,CIV,Cadre Harmonisé Analysis November 2021,2022-07-01,P,4,0,2022
CI,CIV,Cadre Harmonisé Analysis November 2021,2022-07-01,P,5,0,2022
CI,CIV,Cadre Harmonisé Analysis October 2020,2020-12-31,P,1,5013136,2020
CI,CIV,Cadre Harmonisé Analysis October 2020,2020-12-31,P,2,981428,2020
CI,CIV,Cadre Harmonisé Analysis October 2020,2020-12-31,P,3,186670,2020
CI,CIV,Cadre Harmonisé Analysis October 2020,2020-12-31,P,4,0,2020
CI,CIV,Cadre Harmonisé Analysis October 2020,2020-12-31,P,5,0,2020
CM,CMR,Cadre Harmonisé Analysis March 2022,2022-07-01,P,1,18450739,2022
CM,CMR,Cadre Harmonisé Analysis March 2022,2022-07-01,P,2,5689589,2022
CM,CMR,Cadre Harmonisé Analysis March 2022,2022-07-01,P,3,2228137,2022
CM,CMR,Cadre Harmonisé Analysis March 2022,2022-07-01,P,4,185150,2022
CM,CMR,Cadre Harmonisé Analysis March 2022,2022-07-01,P,5,0,2022
CM,CMR,Cadre Harmonisé Analysis November 2021,2022-07-01,P,1,17878586,2022
CM,CMR,Cadre Harmonisé Analysis November 2021,2022-07-01,P,2,6291161,2022
CM,CMR,Cadre Harmonisé Analysis November 2021,2022-07-01,P,3,2206249,2022
CM,CMR,Cadre Harmonisé Analysis November 2021,2022-07-01,P,4,177619,2022
CM,CMR,Cadre Harmonisé Analysis November 2021,2022-07-01,P,5,0,2022
CM,CMR,Cadre Harmonisé Analysis October 2020,2021-07-01,P,1,18078644,2021
CM,CMR,Cadre Harmonisé Analysis October 2020,2021-07-01,P,2,5570917,2021
CM,CMR,Cadre Harmonisé Analysis October 2020,2021-07-01,P,3,2211680,2021
CM,CMR,Cadre Harmonisé Analysis October 2020,2021-07-01,P,4,72664,2021
CM,CMR,Cadre Harmonisé Analysis October 2020,2021-07-01,P,5,0,2021
CV,CPV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,1,299473,2022
CV,CPV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,2,138062,2022
CV,CPV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,3,43003,2022
CV,CPV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,4,3090,2022
CV,CPV,Cadre Harmonisé Analysis March 2022,2022-07-01,P,5,0,2022
DJ,DJI,Acute Food Insecurity October 2020,2020-10-31,C,1,668757,2020
DJ,DJI,Acute Food Insecurity October 2020,2020-10-31,C,2,293408,2020
DJ,DJI,Acute Food Insecurity October 2020,2020-10-31,C,3,129106,2020
DJ,DJI,Acute Food Insecurity October 2020,2020-10-31,C,4,25873,2020
DJ,DJI,Acute Food Insecurity October 2020,2020-10-31,C,5,0,2020
DJ,DJI,Acute Food Insecurity October 2020,2021-04-17,P,1,534001,2021
DJ,DJI,Acute Food Insecurity October 2020,2021-04-17,P,2,388945,2021
DJ,DJI,Acute Food Insecurity October 2020,2021-04-17,P,3,167211,2021
DJ,DJI,Acute Food Insecurity October 2020,2021-04-17,P,4,26987,2021
DJ,DJI,Acute Food Insecurity October 2020,2021-04-17,P,5,0,2021
DJ,DJI,Acute Food Insecurity March 2022,2022-04-16,C,1,627094,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-04-16,C,2,422588,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-04-16,C,3,127074,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-04-16,C,4,4925,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-04-16,C,5,0,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-09-15,P,1,574742,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-09-15,P,2,414768,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-09-15,P,3,179778,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-09-15,P,4,12391,2022
DJ,DJI,Acute Food Insecurity March 2022,2022-09-15,P,5,0,2022
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-08-01,C,1,10726522,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-08-01,C,2,10033588,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-08-01,C,3,6110425,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-08-01,C,4,1856568,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-08-01,C,5,0,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-11-16,P,1,11492470,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-11-16,P,2,10544841,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-11-16,P,3,5356000,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-11-16,P,4,1333789,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2019-11-16,P,5,0,2019
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2020-04-01,A,1,10454773,2020
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2020-04-01,A,2,10295850,2020
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2020-04-01,A,3,6497089,2020
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2020-04-01,A,4,1976704,2020
ET,ETH,Acute Food Insecurity September 2019 (6 regions),2020-04-01,A,5,0,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-08-01,C,1,19514840,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-08-01,C,2,13007693,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-08-01,C,3,7064142,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-08-01,C,4,1441541,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-08-01,C,5,0,2020
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2020-10-31,C,1,28605700,2020
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2020-10-31,C,2,15772171,2020
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2020-10-31,C,3,7191497,2020
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2020-10-31,C,4,1418042,2020
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2020-10-31,C,5,0,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-10-31,P,1,21917132,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-10-31,P,2,12440776,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-10-31,P,3,5856056,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-10-31,P,4,814257,2020
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2020-10-31,P,5,0,2020
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-03-18,P,1,23752636,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-03-18,P,2,17353114,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-03-18,P,3,10279335,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-03-18,P,4,2592137,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-03-18,P,5,0,2021
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2021-03-18,A,1,17951993,2021
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2021-03-18,A,2,12773625,2021
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2021-03-18,A,3,8957494,2021
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2021-03-18,A,4,2125663,2021
ET,ETH,Acute Food Insecurity August 2020 (Belg areas),2021-03-18,A,5,0,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-05-17,C,1,1462695,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-05-17,C,2,1995331,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-05-17,C,3,3091605,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-05-17,C,4,2078443,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-05-17,C,5,352896,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-05-17,C,1,22380050,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-05-17,C,2,17210486,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-05-17,C,3,12072237,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-05-17,C,4,4331216,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-05-17,C,5,352896,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-08-01,P,1,526749,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-08-01,P,2,1037478,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-08-01,P,3,2193952,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-08-01,P,4,1802111,2021
ET,ETH,Acute Food Insecurity May 2021 (Afar/Amh/Tigray),2021-08-01,P,5,401313,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-08-01,P,1,6364826,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-08-01,P,2,5962669,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-08-01,P,3,4559013,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-08-01,P,4,2425985,2021
ET,ETH,Acute Food Insecurity May 2021 (Merged),2021-08-01,P,5,401313,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-08-01,A,1,7113383,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-08-01,A,2,6463873,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-08-01,A,3,3142436,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-08-01,A,4,872224,2021
ET,ETH,Acute Food Insecurity October 2020 (Belg+Meher),2021-08-01,A,5,0,2021
GH,GHA,Cadre Harmonisé Analysis March 2022,2022-07-01,P,1,4504385,2022
GH,GHA,Cadre Harmonisé Analysis March 2022,2022-07-01,P,2,794700,2022
GH,GHA,Cadre Harmonisé Analysis March 2022,2022-07-01,P,3,262348,2022
GH,GHA,Cadre Harmonisé Analysis March 2022,2022-07-01,P,4,16812,2022
GH,GHA,Cadre Harmonisé Analysis March 2022,2022-07-01,P,5,0,2022
GH,GHA,Cadre Harmonisé Analysis November 2021,2022-07-01,P,1,5428309,2022
GH,GHA,Cadre Harmonisé Analysis November 2021,2022-07-01,P,2,766759,2022
GH,GHA,Cadre Harmonisé Analysis November 2021,2022-07-01,P,3,266381,2022
GH,GHA,Cadre Harmonisé Analysis November 2021,2022-07-01,P,4,10097,2022
GH,GHA,Cadre Harmonisé Analysis November 2021,2022-07-01,P,5,0,2022
GH,GHA,Cadre Harmonisé Analysis October 2020,2021-07-01,P,1,28922731,2021
GH,GHA,Cadre Harmonisé Analysis October 2020,2021-07-01,P,2,1868653,2021
GH,GHA,Cadre Harmonisé Analysis October 2020,2021-07-01,P,3,163819,2021
GH,GHA,Cadre Harmonisé Analysis October 2020,2021-07-01,P,4,0,2021
GH,GHA,Cadre Harmonisé Analysis October 2020,2021-07-01,P,5,0,2021
GM,GMB,Cadre Harmonisé Analysis March 2022 (Projection),2022-07-01,P,1,1642345,2022
GM,GMB,Cadre Harmonisé Analysis March 2022 (Projection),2022-07-01,P,2,606782,2022
GM,GMB,Cadre Harmonisé Analysis March 2022 (Projection),2022-07-01,P,3,199751,2022
GM,GMB,Cadre Harmonisé Analysis March 2022 (Projection),2022-07-01,P,4,6962,2022
GM,GMB,Cadre Harmonisé Analysis March 2022 (Projection),2022-07-01,P,5,0,2022
GM,GMB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,1,1642345,2022
GM,GMB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,2,606782,2022
GM,GMB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,3,199751,2022
GM,GMB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,4,6962,2022
GM,GMB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,5,0,2022
GM,GMB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,1,1849489,2021
GM,GMB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,2,491072,2021
GM,GMB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,3,113369,2021
GM,GMB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,4,1383,2021
GM,GMB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,5,0,2021
GN,GIN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,1,6115433,2022
GN,GIN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,2,3831210,2022
GN,GIN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,3,1198458,2022
GN,GIN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,4,20830,2022
GN,GIN,Cadre Harmonisé Analysis March 2022,2022-07-01,P,5,0,2022
GN,GIN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,1,8335012,2022
GN,GIN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,2,2091534,2022
GN,GIN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,3,739384,2022
GN,GIN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,4,0,2022
GN,GIN,Cadre Harmonisé Analysis November 2021,2022-07-01,P,5,0,2022
GN,GIN,Cadre Harmonisé Analysis November 2020,2021-07-01,P,1,8262248,2021
GN,GIN,Cadre Harmonisé Analysis November 2020,2021-07-01,P,2,2169692,2021
GN,GIN,Cadre Harmonisé Analysis November 2020,2021-07-01,P,3,683633,2021
GN,GIN,Cadre Harmonisé Analysis November 2020,2021-07-01,P,4,0,2021
GN,GIN,Cadre Harmonisé Analysis November 2020,2021-07-01,P,5,0,2021
GT,GTM,Acute Food Insecurity July 2017 (Dry Corridor),2017-07-01,C,1,2841060,2017
GT,GTM,Acute Food Insecurity July 2017 (Dry Corridor),2017-07-01,C,2,1251190,2017
GT,GTM,Acute Food Insecurity July 2017 (Dry Corridor),2017-07-01,C,3,445680,2017
GT,GTM,Acute Food Insecurity July 2017 (Dry Corridor),2017-07-01,C,4,0,2017
GT,GTM,Acute Food Insecurity July 2017 (Dry Corridor),2017-07-01,C,5,0,2017
GT,GTM,Acute Food Insecurity March 2019,2018-12-17,C,1,9356128,2018
GT,GTM,Acute Food Insecurity March 2019,2018-12-17,C,2,4669304,2018
GT,GTM,Acute Food Insecurity March 2019,2018-12-17,C,3,2115442,2018
GT,GTM,Acute Food Insecurity March 2019,2018-12-17,C,4,485959,2018
GT,GTM,Acute Food Insecurity March 2019,2018-12-17,C,5,0,2018
GT,GTM,Acute Food Insecurity March 2019,2019-04-16,P,1,8749244,2019
GT,GTM,Acute Food Insecurity March 2019,2019-04-16,P,2,4816717,2019
GT,GTM,Acute Food Insecurity March 2019,2019-04-16,P,3,2492475,2019
GT,GTM,Acute Food Insecurity March 2019,2019-04-16,P,4,568396,2019
GT,GTM,Acute Food Insecurity March 2019,2019-04-16,P,5,0,2019
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-01-16,C,1,3489390,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-01-16,C,2,2340646,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-01-16,C,3,849510,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-01-16,C,4,197231,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-01-16,C,5,0,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-05-17,P,1,3057047,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-05-17,P,2,2496033,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-05-17,P,3,1098001,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-05-17,P,4,225701,2020
GT,GTM,Acute Food Insecurity December 2019 (Rural),2020-05-17,P,5,0,2020
GT,GTM,Acute Food Insecurity September 2020,2020-08-31,C,1,5963358,2020
GT,GTM,Acute Food Insecurity September 2020,2020-08-31,C,2,7213369,2020
GT,GTM,Acute Food Insecurity September 2020,2020-08-31,C,3,3235586,2020
GT,GTM,Acute Food Insecurity September 2020,2020-08-31,C,4,446024,2020
GT,GTM,Acute Food Insecurity September 2020,2020-08-31,C,5,0,2020
GT,GTM,Acute Food Insecurity September 2020,2020-12-31,P,1,7125367,2020
GT,GTM,Acute Food Insecurity September 2020,2020-12-31,P,2,7096907,2020
GT,GTM,Acute Food Insecurity September 2020,2020-12-31,P,3,2473265,2020
GT,GTM,Acute Food Insecurity September 2020,2020-12-31,P,4,162794,2020
GT,GTM,Acute Food Insecurity September 2020,2020-12-31,P,5,0,2020
GT,GTM,Acute Food Insecurity December 2020 (Proj Update),2020-12-31,P,1,6461787,2020
GT,GTM,Acute Food Insecurity December 2020 (Proj Update),2020-12-31,P,2,6668947,2020
GT,GTM,Acute Food Insecurity December 2020 (Proj Update),2020-12-31,P,3,3299977,2020
GT,GTM,Acute Food Insecurity December 2020 (Proj Update),2020-12-31,P,4,427621,2020
GT,GTM,Acute Food Insecurity December 2020 (Proj Update),2020-12-31,P,5,0,2020
GT,GTM,Acute Food Insecurity May 2021,2021-06-16,C,1,5875795,2021
GT,GTM,Acute Food Insecurity May 2021,2021-06-16,C,2,7775303,2021
GT,GTM,Acute Food Insecurity May 2021,2021-06-16,C,3,3285024,2021
GT,GTM,Acute Food Insecurity May 2021,2021-06-16,C,4,173629,2021
GT,GTM,Acute Food Insecurity May 2021,2021-06-16,C,5,0,2021
GT,GTM,Acute Food Insecurity May 2021,2021-11-01,P,1,6609359,2021
GT,GTM,Acute Food Insecurity May 2021,2021-11-01,P,2,7988167,2021
GT,GTM,Acute Food Insecurity May 2021,2021-11-01,P,3,2454452,2021
GT,GTM,Acute Food Insecurity May 2021,2021-11-01,P,4,57773,2021
GT,GTM,Acute Food Insecurity May 2021,2021-11-01,P,5,0,2021
GT,GTM,Acute Food Insecurity April 2022,2022-03-31,C,1,6276175,2022
GT,GTM,Acute Food Insecurity April 2022,2022-03-31,C,2,7154442,2022
GT,GTM,Acute Food Insecurity April 2022,2022-03-31,C,3,3518173,2022
GT,GTM,Acute Food Insecurity April 2022,2022-03-31,C,4,409100,2022
GT,GTM,Acute Food Insecurity April 2022,2022-03-31,C,5,0,2022
GT,GTM,Acute Food Insecurity April 2022,2022-07-17,P,1,5623271,2022
GT,GTM,Acute Food Insecurity April 2022,2022-07-17,P,2,7133633,2022
GT,GTM,Acute Food Insecurity April 2022,2022-07-17,P,3,4048534,2022
GT,GTM,Acute Food Insecurity April 2022,2022-07-17,P,4,552454,2022
GT,GTM,Acute Food Insecurity April 2022,2022-07-17,P,5,0,2022
GT,GTM,Acute Food Insecurity April 2022,2022-12-02,A,1,6740347,2022
GT,GTM,Acute Food Insecurity April 2022,2022-12-02,A,2,7622724,2022
GT,GTM,Acute Food Insecurity April 2022,2022-12-02,A,3,3111431,2022
GT,GTM,Acute Food Insecurity April 2022,2022-12-02,A,4,127930,2022
GT,GTM,Acute Food Insecurity April 2022,2022-12-02,A,5,0,2022
GW,GNB,Cadre Harmonisé Analysis March 2022,2022-07-01,P,1,1009990,2022
GW,GNB,Cadre Harmonisé Analysis March 2022,2022-07-01,P,2,245587,2022
GW,GNB,Cadre Harmonisé Analysis March 2022,2022-07-01,P,3,73092,2022
GW,GNB,Cadre Harmonisé Analysis March 2022,2022-07-01,P,4,0,2022
GW,GNB,Cadre Harmonisé Analysis March 2022,2022-07-01,P,5,0,2022
GW,GNB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,1,1066356,2022
GW,GNB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,2,221623,2022
GW,GNB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,3,40689,2022
GW,GNB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,4,0,2022
GW,GNB,Cadre Harmonisé Analysis November 2021,2022-07-01,P,5,0,2022
GW,GNB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,1,807617,2021
GW,GNB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,2,372894,2021
GW,GNB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,3,94134,2021
GW,GNB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,4,1766,2021
GW,GNB,Cadre Harmonisé Analysis November 2020,2021-07-01,P,5,0,2021
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-01-01,C,1,731716,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-01-01,C,2,395532,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-01-01,C,3,224820,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-01-01,C,4,48238,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-01-01,C,5,0,2019
HN,HND,Acute Food Insecurity February 2019 (Copan),2019-01-01,C,1,752411,2019
HN,HND,Acute Food Insecurity February 2019 (Copan),2019-01-01,C,2,391820,2019
HN,HND,Acute Food Insecurity February 2019 (Copan),2019-01-01,C,3,172666,2019
HN,HND,Acute Food Insecurity February 2019 (Copan),2019-01-01,C,4,73262,2019
HN,HND,Acute Food Insecurity February 2019 (Copan),2019-01-01,C,5,0,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-03-31,P,1,764444,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-03-31,P,2,368451,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-03-31,P,3,218415,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-03-31,P,4,48994,2019
HN,HND,Acute Food Insecurity December 2018 (Región Golfo de Fonseca),2019-03-31,P,5,0,2019
